RUN	toast.RecordedSimulation	recordedsimulation	1575506917903	 	3.3.1
REQUEST	1401		request_4	1575507049637	1575507052714	OK	 
REQUEST	2537		request_2	1575507049667	1575507052719	OK	 
REQUEST	1334		request_6	1575507052573	1575507052719	OK	 
REQUEST	3322		request_1	1575507049617	1575507052729	OK	 
REQUEST	1727		request_3	1575507052694	1575507052739	OK	 
REQUEST	1686		request_3	1575507047245	1575507052743	OK	 
REQUEST	1678		request_3	1575507047285	1575507052744	OK	 
REQUEST	2986		request_1	1575507049637	1575507052746	OK	 
REQUEST	3003		request_1	1575507052514	1575507052750	OK	 
REQUEST	1124		request_4	1575507049727	1575507052751	OK	 
REQUEST	3462		request_1	1575507052504	1575507052755	OK	 
REQUEST	2984		request_1	1575507049627	1575507052755	OK	 
REQUEST	982		request_6	1575507049726	1575507052764	OK	 
USER	RecordedSimulation	982	END	1575506971625	1575507052764
REQUEST	2630		request_2	1575507047315	1575507052766	OK	 
REQUEST	3352		request_1	1575507052734	1575507052779	KO	j.i.IOException: Premature close
REQUEST	2669		request_2	1575507052744	1575507052780	KO	j.i.IOException: Premature close
REQUEST	1369		request_4	1575507052754	1575507052792	KO	j.i.IOException: Premature close
REQUEST	1011		request_5	1575507052674	1575507052798	OK	 
REQUEST	1802		request_3	1575507052764	1575507052801	KO	j.i.IOException: Premature close
REQUEST	2668		request_2	1575507052764	1575507052801	KO	j.i.IOException: Premature close
REQUEST	1312		request_5	1575507052774	1575507052802	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1312	END	1575506982884	1575507052802
REQUEST	3468		request_1	1575507052774	1575507052813	KO	j.i.IOException: Premature close
REQUEST	1428		request_4	1575507052784	1575507052825	KO	j.i.IOException: Premature close
REQUEST	1048		request_6	1575507047241	1575507052827	OK	 
USER	RecordedSimulation	1048	END	1575506973973	1575507052828
REQUEST	1727		request_3 Redirect 1	1575507052739	1575507052828	OK	 
REQUEST	1031		request_10	1575507047279	1575507052828	OK	 
REQUEST	1000		request_6	1575507047274	1575507052828	OK	 
REQUEST	1548		request_3 Redirect 1	1575507047344	1575507052828	OK	 
USER	RecordedSimulation	1000	END	1575506972275	1575507052829
USER	RecordedSimulation	1031	END	1575506973373	1575507052829
REQUEST	1011		request_9	1575507052799	1575507052841	KO	j.i.IOException: Premature close
REQUEST	1678		request_3 Redirect 1	1575507052744	1575507052841	OK	 
REQUEST	1011		request_8	1575507052799	1575507052842	KO	j.i.IOException: Premature close
REQUEST	3245		request_1	1575507052804	1575507052844	KO	j.i.IOException: Premature close
REQUEST	2770		request_2	1575507052804	1575507052848	KO	j.i.IOException: Premature close
REQUEST	2774		request_2	1575507052774	1575507052857	OK	 
REQUEST	1460		request_5	1575507052714	1575507052857	OK	 
REQUEST	3238		request_1	1575507052604	1575507052858	OK	 
REQUEST	1455		request_3	1575507047405	1575507052861	OK	 
REQUEST	1208		request_4	1575507047335	1575507052863	OK	 
REQUEST	2526		request_2	1575507047395	1575507052863	OK	 
REQUEST	1144		request_6	1575507047384	1575507052863	OK	 
REQUEST	1144		request_9	1575507047385	1575507052863	OK	 
USER	RecordedSimulation	1144	END	1575506977334	1575507052864
REQUEST	2769		request_2	1575507052844	1575507052881	KO	j.i.IOException: Premature close
REQUEST	3479		request_1	1575507052854	1575507052887	KO	j.i.IOException: Premature close
REQUEST	3478		request_1	1575507052844	1575507052887	KO	j.i.IOException: Premature close
REQUEST	3355		request_1	1575507052854	1575507052887	KO	j.i.IOException: Premature close
REQUEST	1460		request_10	1575507052858	1575507052888	KO	j.i.IOException: Premature close
REQUEST	1460		request_8	1575507052858	1575507052899	KO	j.i.IOException: Premature close
REQUEST	1893		request_3	1575507052814	1575507052899	OK	 
REQUEST	3210		request_1	1575507047275	1575507052911	OK	 
REQUEST	1294		request_5	1575507049747	1575507052911	OK	 
REQUEST	1094		request_6	1575507047547	1575507052912	OK	 
REQUEST	1056		request_5	1575507047365	1575507052912	OK	 
REQUEST	2873		request_2	1575507052834	1575507052918	OK	 
REQUEST	2874		request_2	1575507052834	1575507052928	OK	 
REQUEST	1812		request_3	1575507052894	1575507052940	KO	j.i.IOException: Premature close
REQUEST	1737		request_3	1575507052894	1575507052940	KO	j.i.IOException: Premature close
REQUEST	3358		request_1	1575507052894	1575507052942	KO	j.i.IOException: Premature close
REQUEST	3480		request_1	1575507052894	1575507052942	KO	j.i.IOException: Premature close
REQUEST	2875		request_2	1575507052904	1575507052948	KO	j.i.IOException: Premature close
REQUEST	1056		request_7	1575507052912	1575507052948	KO	j.i.IOException: Premature close
REQUEST	3005		request_2	1575507052904	1575507052948	KO	j.i.IOException: Premature close
REQUEST	1294		request_7	1575507052912	1575507052948	KO	j.i.IOException: Premature close
REQUEST	1056		request_9	1575507052913	1575507052948	KO	j.i.IOException: Premature close
REQUEST	2766		request_2	1575507052894	1575507052948	KO	j.i.IOException: Premature close
REQUEST	1056		request_8	1575507052912	1575507052948	KO	j.i.IOException: Premature close
REQUEST	1056		request_10	1575507052913	1575507052948	KO	j.i.IOException: Premature close
REQUEST	2659		request_2	1575507052904	1575507052950	KO	j.i.IOException: Premature close
REQUEST	1294		request_10	1575507052912	1575507052955	KO	j.i.IOException: Premature close
REQUEST	1294		request_9	1575507052912	1575507052955	KO	j.i.IOException: Premature close
REQUEST	1294		request_8	1575507052912	1575507052956	KO	j.i.IOException: Premature close
REQUEST	1820		request_3	1575507052924	1575507052958	KO	j.i.IOException: Premature close
REQUEST	1392		request_4	1575507052914	1575507052958	KO	j.i.IOException: Premature close
REQUEST	1056		request_6	1575507052912	1575507052959	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1056	END	1575506974264	1575507052959
REQUEST	1380		request_5	1575507052924	1575507052961	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1380	END	1575506985024	1575507052961
REQUEST	1409		request_9	1575507049774	1575507052962	OK	 
REQUEST	1587		request_3	1575507052924	1575507052963	KO	j.i.IOException: Premature close
REQUEST	1294		request_6	1575507052912	1575507052963	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1294	END	1575506982304	1575507052963
REQUEST	1051		request_5	1575507052934	1575507052968	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1051	END	1575506974084	1575507052968
REQUEST	3102		request_1	1575507047355	1575507052977	OK	 
REQUEST	3209		request_1	1575507047395	1575507052978	OK	 
REQUEST	3028		request_1	1575507052934	1575507052981	KO	j.i.IOException: Premature close
REQUEST	1317		request_5	1575507052944	1575507052985	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1317	END	1575506983044	1575507052985
REQUEST	1460		request_9	1575507052858	1575507052987	OK	 
REQUEST	3213		request_1	1575507049777	1575507052995	OK	 
REQUEST	2782		request_2	1575507052964	1575507053002	KO	j.i.IOException: Premature close
REQUEST	1908		request_3	1575507052934	1575507053007	OK	 
REQUEST	3007		request_2	1575507052934	1575507053021	OK	 
REQUEST	1405		request_5	1575507052884	1575507053021	OK	 
REQUEST	1662		request_3	1575507052974	1575507053025	OK	 
REQUEST	1697		request_3	1575507047595	1575507053026	OK	 
REQUEST	3328		request_1	1575507049757	1575507053026	OK	 
REQUEST	2893		request_2	1575507052954	1575507053026	OK	 
REQUEST	2767		request_2	1575507047615	1575507053027	OK	 
REQUEST	1094		request_10	1575507047548	1575507053027	OK	 
REQUEST	1299		request_5	1575507047545	1575507053027	OK	 
USER	RecordedSimulation	1094	END	1575506975614	1575507053028
REQUEST	1893		request_3 Redirect 1	1575507052899	1575507053035	OK	 
REQUEST	1729		request_3	1575507052994	1575507053038	KO	j.i.IOException: Premature close
REQUEST	1826		request_3	1575507052994	1575507053047	OK	 
REQUEST	1405		request_7	1575507053021	1575507053053	KO	j.i.IOException: Premature close
REQUEST	1908		request_3 Redirect 1	1575507053007	1575507053054	KO	j.i.IOException: Premature close
REQUEST	1398		request_4	1575507053024	1575507053054	KO	j.i.IOException: Premature close
REQUEST	2776		request_2	1575507052984	1575507053054	OK	 
REQUEST	3331		request_1	1575507049797	1575507053055	OK	 
REQUEST	1405		request_8	1575507053022	1575507053055	KO	j.i.IOException: Premature close
REQUEST	1405		request_6	1575507053021	1575507053056	KO	j.i.IOException: Premature close
REQUEST	1405		request_10	1575507053022	1575507053056	KO	j.i.IOException: Premature close
REQUEST	1405		request_9	1575507053022	1575507053056	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1405	END	1575506985807	1575507053056
REQUEST	1697		request_3 Redirect 1	1575507053026	1575507053071	OK	 
REQUEST	1520		request_3 Redirect 1	1575507049843	1575507053082	OK	 
REQUEST	1553		request_3 Redirect 1	1575507047645	1575507053082	OK	 
REQUEST	1299		request_10	1575507053028	1575507053082	KO	j.i.IOException: Premature close
REQUEST	1299		request_7	1575507053028	1575507053082	KO	j.i.IOException: Premature close
REQUEST	1701		request_3	1575507049827	1575507053082	OK	 
REQUEST	1516		request_3	1575507047657	1575507053082	OK	 
REQUEST	2998		request_1	1575507049797	1575507053085	OK	 
REQUEST	1201		request_4	1575507047595	1575507053085	OK	 
REQUEST	1145		request_9	1575507049822	1575507053086	OK	 
REQUEST	2642		request_2	1575507047707	1575507053086	OK	 
REQUEST	1343		request_4	1575507047585	1575507053086	OK	 
USER	RecordedSimulation	1145	END	1575506977374	1575507053086
REQUEST	1804		request_3	1575507050087	1575507053092	OK	 
REQUEST	1552		request_3 Redirect 1	1575507049843	1575507053094	OK	 
REQUEST	2687		request_2	1575507053004	1575507053109	OK	 
REQUEST	1162		request_6	1575507050127	1575507053111	OK	 
USER	RecordedSimulation	1162	END	1575506977934	1575507053112
REQUEST	1297		request_5	1575507052994	1575507053118	OK	 
REQUEST	1244		request_10	1575507050024	1575507053131	OK	 
REQUEST	1158		request_5	1575507049927	1575507053132	OK	 
REQUEST	1461		request_4	1575507050057	1575507053132	OK	 
REQUEST	2555		request_2	1575507050107	1575507053132	OK	 
REQUEST	1442		request_4	1575507053024	1575507053146	OK	 
REQUEST	1158		request_7	1575507053132	1575507053168	KO	j.i.IOException: Premature close
REQUEST	1673		request_3	1575507053134	1575507053168	KO	j.i.IOException: Premature close
REQUEST	3493		request_1	1575507053134	1575507053169	KO	j.i.IOException: Premature close
REQUEST	1297		request_9	1575507053118	1575507053169	KO	j.i.IOException: Premature close
REQUEST	1158		request_10	1575507053132	1575507053169	KO	j.i.IOException: Premature close
REQUEST	1297		request_10	1575507053119	1575507053169	KO	j.i.IOException: Premature close
REQUEST	1297		request_7	1575507053118	1575507053169	KO	j.i.IOException: Premature close
REQUEST	1158		request_9	1575507053132	1575507053170	KO	j.i.IOException: Premature close
REQUEST	3263		request_1	1575507053114	1575507053170	KO	j.i.IOException: Premature close
REQUEST	3259		request_1	1575507053114	1575507053170	KO	j.i.IOException: Premature close
REQUEST	1158		request_8	1575507053132	1575507053170	KO	j.i.IOException: Premature close
REQUEST	3015		request_2	1575507053134	1575507053180	KO	j.i.IOException: Premature close
REQUEST	1801		request_3	1575507047757	1575507053180	OK	 
REQUEST	2663		request_2	1575507050147	1575507053184	OK	 
REQUEST	3265		request_1	1575507053144	1575507053188	KO	j.i.IOException: Premature close
REQUEST	1301		request_6	1575507050138	1575507053193	OK	 
REQUEST	1701		request_3 Redirect 1	1575507053083	1575507053194	OK	 
REQUEST	1804		request_3 Redirect 1	1575507053092	1575507053194	OK	 
REQUEST	2791		request_2	1575507053094	1575507053209	OK	 
REQUEST	1299		request_9	1575507053028	1575507053209	OK	 
REQUEST	3004		request_2	1575507053094	1575507053210	OK	 
REQUEST	3341		request_1	1575507050027	1575507053216	OK	 
REQUEST	1241		request_4	1575507053184	1575507053220	KO	j.i.IOException: Premature close
REQUEST	1801		request_3 Redirect 1	1575507053180	1575507053220	KO	j.i.IOException: Premature close
REQUEST	3225		request_1	1575507050077	1575507053222	OK	 
REQUEST	1071		request_5	1575507053194	1575507053235	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1071	END	1575506974794	1575507053236
REQUEST	1736		request_3	1575507053194	1575507053241	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	1158		request_6	1575507053132	1575507053258	OK	 
USER	RecordedSimulation	1158	END	1575506977804	1575507053258
REQUEST	3363		request_1	1575507053224	1575507053261	KO	j.i.IOException: Premature close
REQUEST	1897		request_3	1575507050187	1575507053272	OK	 
REQUEST	1301		request_7	1575507050138	1575507053273	OK	 
REQUEST	1316		request_7	1575507047827	1575507053273	OK	 
REQUEST	1354		request_3 Redirect 1	1575507050169	1575507053273	OK	 
USER	RecordedSimulation	1301	END	1575506982534	1575507053274
USER	RecordedSimulation	1316	END	1575506983014	1575507053274
REQUEST	1748		request_3	1575507053174	1575507053287	OK	 
REQUEST	3011		request_2	1575507053254	1575507053298	KO	j.i.IOException: Premature close
REQUEST	3130		request_1	1575507053054	1575507053299	OK	 
REQUEST	3131		request_1	1575507053055	1575507053302	OK	 
REQUEST	3274		request_1	1575507053264	1575507053312	KO	j.i.IOException: Premature close
REQUEST	1653		request_3	1575507053274	1575507053312	KO	j.i.IOException: Premature close
REQUEST	1204		request_5	1575507053284	1575507053337	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1204	END	1575506979334	1575507053337
REQUEST	2468		request_2	1575507050267	1575507053339	OK	 
REQUEST	1422		request_7	1575507050226	1575507053339	OK	 
REQUEST	1389		request_6	1575507050223	1575507053339	OK	 
USER	RecordedSimulation	1422	END	1575506986337	1575507053339
REQUEST	1389		request_9	1575507050224	1575507053339	OK	 
REQUEST	3118		request_1	1575507050107	1575507053339	OK	 
USER	RecordedSimulation	1389	END	1575506985304	1575507053339
REQUEST	1175		request_5	1575507050277	1575507053346	OK	 
REQUEST	2786		request_2	1575507050337	1575507053346	OK	 
REQUEST	1472		request_5	1575507053234	1575507053361	OK	 
REQUEST	1833		request_3	1575507053254	1575507053366	OK	 
REQUEST	3008		request_1	1575507050227	1575507053367	OK	 
REQUEST	994		request_7	1575507047859	1575507053367	OK	 
REQUEST	1410		request_4	1575507050357	1575507053386	OK	 
REQUEST	1175		request_8	1575507053346	1575507053389	KO	j.i.IOException: Premature close
REQUEST	2006		request_3	1575507053344	1575507053389	KO	j.i.IOException: Premature close
REQUEST	1175		request_10	1575507053346	1575507053389	KO	j.i.IOException: Premature close
REQUEST	3491		request_1	1575507053104	1575507053390	OK	 
REQUEST	1747		request_3	1575507053354	1575507053393	KO	j.i.IOException: Premature close
REQUEST	2008		request_3	1575507053344	1575507053393	KO	j.i.IOException: Premature close
REQUEST	3356		request_1	1575507050337	1575507053401	OK	 
REQUEST	1472		request_9	1575507053361	1575507053405	KO	j.i.IOException: Premature close
REQUEST	3027		request_2	1575507053364	1575507053409	KO	j.i.IOException: Premature close
REQUEST	1453		request_5	1575507053374	1575507053411	KO	j.i.IOException: Premature close
REQUEST	1131		request_5	1575507053234	1575507053411	OK	 
USER	RecordedSimulation	1453	END	1575506987308	1575507053411
REQUEST	2017		request_3	1575507053384	1575507053441	KO	j.i.IOException: Premature close
REQUEST	1760		request_3	1575507053394	1575507053441	KO	j.i.IOException: Premature close
REQUEST	1758		request_3	1575507053404	1575507053444	KO	j.i.IOException: Premature close
REQUEST	1131		request_9	1575507053411	1575507053444	KO	j.i.IOException: Premature close
REQUEST	888		request_9	1575507047859	1575507053445	OK	 
REQUEST	1748		request_3 Redirect 1	1575507053287	1575507053445	OK	 
REQUEST	994		request_10	1575507047860	1575507053445	OK	 
REQUEST	1111		request_5	1575507047887	1575507053454	OK	 
REQUEST	1131		request_6	1575507053411	1575507053456	KO	j.i.IOException: Premature close
REQUEST	2894		request_2	1575507053434	1575507053460	KO	j.i.IOException: Premature close
REQUEST	1833		request_3 Redirect 1	1575507053366	1575507053461	OK	 
REQUEST	1450		request_5	1575507053434	1575507053462	KO	j.i.IOException: Premature close
USER	RecordedSimulation	1450	END	1575506987208	1575507053462
REQUEST	1108		request_6	1575507047950	1575507053466	OK	 
USER	RecordedSimulation	1108	END	1575506976104	1575507053467
REQUEST	2789		request_2	1575507053434	1575507053470	KO	j.i.IOException: Premature close
REQUEST	994		request_9	1575507047859	1575507053475	OK	 
USER	RecordedSimulation	994	END	1575506972055	1575507053475
REQUEST	888		request_7	1575507047858	1575507053481	OK	 
USER	RecordedSimulation	888	END	1575506968115	1575507053481
REQUEST	1663		request_3	1575507053444	1575507053482	KO	j.i.IOException: Premature close
